country_code,country,year,measure,flow_code,ecy,coa,nga,oop,gso,die,ker,lpg,jfu,wnd,sol,hyd,ore,nuc,bio,hea,totren,total
FRA,France,2018,ktoe,eloutput,0,10646,30588,4223,0,1778,0,0,0,28599,10569,65285,7575,412942,3767,667,113397,576637
FRA,France,2018,ktoe,exports,-6581,-33,-5319,-11483,-3334,-2233,-68,-1160,-1997,0,0,0,-724,0,-357,0,-1081,-33289
FRA,France,2018,ktoe,food_forest,2887,368,2639,63,19,2986,0,394,0,0,2,0,98,0,674,13,753,10144
FRA,France,2018,ktoe,imports,1166,9159,44118,63011,1436,22848,191,3459,5917,0,0,0,1015,0,456,0,1471,152775
FRA,France,2018,ktoe,info_agrc,718,2,236,19,19,2624,0,270,0,0,2,0,45,0,142,13,188,4089
FRA,France,2018,ktoe,info_fish,17,0,1,0,0,285,0,0,0,0,0,0,8,0,0,0,8,311
FRA,France,2018,ktoe,info_food,1959,367,2334,42,0,53,0,118,0,0,0,0,44,0,154,0,178,5070
FRA,France,2018,ktoe,info_wood,193,0,69,2,0,24,0,7,0,0,0,0,0,0,378,0,378,674
FRA,France,2018,ktoe,ironstl,1038,642,802,8,0,14,0,8,0,0,0,0,0,0,0,0,0,2512
FRA,France,2018,ktoe,machinery,1742,31,1038,1,0,45,0,85,0,0,0,0,1,0,8,0,9,2951
FRA,France,2018,ktoe,mining_chemicals,1864,360,1699,55,0,196,0,52,0,0,0,0,26,0,70,0,82,4324
FRA,France,2018,ktoe,nonenuse,0,295,1325,8482,0,1009,0,2280,0,0,0,0,0,0,0,0,0,13391
FRA,France,2018,ktoe,nonferrmet,708,0,327,76,0,4,0,2,0,0,0,0,0,0,0,0,0,1117
FRA,France,2018,ktoe,ononspec,62,0,0,9,3,124,0,4,318,0,0,0,0,0,0,0,0,521
FRA,France,2018,ktoe,other_manufact,1833,11,1264,84,0,44,0,40,0,0,1,0,20,0,595,1533,610,5425
FRA,France,2018,ktoe,ownuse,-2872,-1438,-1306,-1516,0,-17,0,-13,0,0,0,0,0,0,0,0,0,-7163
FRA,France,2018,ktoe,pipeline,65,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
FRA,France,2018,ktoe,power,49582,-2591,-5159,-1067,0,-406,0,0,0,-2459,-909,-5613,-2996,-107596,-1518,2338,-12340,-78393
FRA,France,2018,ktoe,production,0,0,8,874,0,0,0,0,0,2459,1090,5613,7606,107596,10225,18,25193,135489
FRA,France,2018,ktoe,rail,793,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,919
FRA,France,2018,ktoe,resident,13614,26,10671,0,0,3674,165,876,0,0,165,0,0,0,6386,1292,6551,36870
FRA,France,2018,ktoe,road,23,0,101,0,7367,31090,0,64,0,0,0,0,3393,0,0,0,3393,42037
FRA,France,2018,ktoe,services,11908,36,7157,0,12,2179,0,370,0,0,13,0,293,0,271,820,496,23058
FRA,France,2018,ktoe,statdiff,-112,-492,0,742,-1645,-1078,42,571,-157,0,0,0,-18,0,0,0,-18,-2148
FRA,France,2018,ktoe,stockcha,0,-92,-1745,-1190,63,283,0,-10,-5944,0,0,0,14,0,0,0,14,-8620
FRA,France,2018,ktoe,tes,-5415,9034,37061,51212,-1835,20897,123,2289,-2023,2459,1090,5613,7911,107596,10324,18,25598,246355
FRA,France,2018,ktoe,tfc,37858,2035,29207,9305,7706,42704,165,4213,2017,0,181,0,4189,0,8139,3658,12038,151377
FRA,France,2018,ktoe,tottranf,49576,-5069,-5786,-41622,10939,22961,0,1367,4300,-2459,-909,-5613,-3704,-107596,-2185,4161,-13541,-81641
FRA,France,2018,ktoe,transfer,0,0,-336,489,248,-59,0,0,-102,0,0,0,0,0,0,0,0,240
FRA,France,2018,ktoe,worldav,,0,0,0,,,,,0,,0,,0,,0,0,,
GAB,Gabon,2018,ktoe,cement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,2018,ktoe,construc,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
GAB,Gabon,2018,ktoe,distloss,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25
GAB,Gabon,2018,ktoe,domesair,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
GAB,Gabon,2018,ktoe,domesnav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,2018,ktoe,eloutput,0,0,1115,0,0,230,0,0,0,0,2,901,0,0,11,0,914,2260
GAB,Gabon,2018,ktoe,exports,0,0,0,-9002,0,-14,-19,0,-24,0,0,0,0,0,0,0,0,-9059
GAB,Gabon,2018,ktoe,food_forest,39,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42
GAB,Gabon,2018,ktoe,imports,30,0,0,0,47,142,24,31,45,0,0,0,0,0,0,0,0,319
GAB,Gabon,2018,ktoe,info_agrc,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
GAB,Gabon,2018,ktoe,info_fish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,2018,ktoe,info_food,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
GAB,Gabon,2018,ktoe,info_wood,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
GAB,Gabon,2018,ktoe,ironstl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,2018,ktoe,machinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,2018,ktoe,mining_chemicals,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
GAB,Gabon,2018,ktoe,nonenuse,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,13
GAB,Gabon,2018,ktoe,nonferrmet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,2018,ktoe,ononspec,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
GAB,Gabon,2018,ktoe,other_manufact,2,0,0,65,14,37,16,29,0,0,0,0,0,0,2571,0,2571,2734
GAB,Gabon,2018,ktoe,ownuse,-13,0,-96,0,0,-121,0,-7,0,0,0,0,0,0,0,0,0,-237
GAB,Gabon,2018,ktoe,pipeline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,2018,ktoe,power,194,0,-331,0,0,-70,0,0,0,0,0,-78,0,0,-8,0,-86,-292
GAB,Gabon,2018,ktoe,production,0,0,384,9658,0,0,0,0,0,0,0,78,0,0,3707,0,3785,13827
GAB,Gabon,2018,ktoe,rail,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GAB,Gabon,2018,ktoe,resident,100,0,0,0,11,5,11,30,0,0,0,0,0,0,1128,0,1128,1286
GAB,Gabon,2018,ktoe,road,0,0,0,0,53,14,0,0,0,0,0,0,0,0,0,0,0,68
GAB,Gabon,2018,ktoe,services,26,0,0,0,2,1,0,14,0,0,0,0,0,0,0,0,0,43
GAB,Gabon,2018,ktoe,statdiff,0,0,45,-60,0,-115,-1,7,0,0,0,0,0,0,0,0,0,-124
GAB,Gabon,2018,ktoe,stockcha,0,0,0,-81,0,-31,0,0,-57,0,0,0,0,0,0,0,0,-169
GAB,Gabon,2018,ktoe,tes,30,0,384,575,47,98,6,31,-37,0,0,78,0,0,3707,0,3785,4918
GAB,Gabon,2018,ktoe,tfc,187,0,3,77,82,58,28,77,2,0,0,0,0,0,3699,0,3699,4212
GAB,Gabon,2018,ktoe,tottranf,194,0,-331,-437,35,195,23,46,39,0,0,-78,0,0,-8,0,-86,-321
GAB,Gabon,2018,ktoe,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,2018,ktoe,worldav,,0,0,0,,,,,0,,0,,0,,0,0,,
GEO,Georgia,2018,ktoe,cement,22,161,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
GEO,Georgia,2018,ktoe,construc,10,0,13,2,0,72,0,0,0,0,0,0,0,0,0,0,0,97
GEO,Georgia,2018,ktoe,distloss,-76,0,-94,0,0,0,0,0,0,0,0,0,-2,0,0,0,-2,-172
GEO,Georgia,2018,ktoe,domesair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEO,Georgia,2018,ktoe,domesnav,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
GEO,Georgia,2018,ktoe,eloutput,0,12,2103,0,0,0,0,0,0,84,0,9949,0,0,0,0,10034,12149
GEO,Georgia,2018,ktoe,exports,-52,-1,0,-105,-1,-4,0,0,0,0,0,0,0,0,-2,0,-2,-164
GEO,Georgia,2018,ktoe,food_forest,29,5,43,0,1,11,0,0,0,0,0,0,1,0,2,0,3,91
GEO,Georgia,2018,ktoe,imports,131,268,2037,209,575,573,0,23,105,0,0,0,0,0,0,0,0,3920
GEO,Georgia,2018,ktoe,info_agrc,7,0,7,0,1,10,0,0,0,0,0,0,1,0,0,0,1,27
GEO,Georgia,2018,ktoe,info_fish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEO,Georgia,2018,ktoe,info_food,21,5,36,0,0,0,0,0,0,0,0,0,0,0,2,0,2,64
GEO,Georgia,2018,ktoe,info_wood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GEO,Georgia,2018,ktoe,ironstl,164,127,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308
GEO,Georgia,2018,ktoe,machinery,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GEO,Georgia,2018,ktoe,mining_chemicals,38,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,63
GEO,Georgia,2018,ktoe,nonenuse,0,0,228,119,0,0,0,0,0,0,0,0,0,0,0,0,0,348
GEO,Georgia,2018,ktoe,nonferrmet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEO,Georgia,2018,ktoe,ononspec,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
GEO,Georgia,2018,ktoe,other_manufact,27,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
GEO,Georgia,2018,ktoe,ownuse,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21
GEO,Georgia,2018,ktoe,pipeline,1,0,103,0,0,7,0,0,0,0,0,0,0,0,0,0,0,110
GEO,Georgia,2018,ktoe,power,1045,-9,-415,0,0,0,0,0,0,-7,0,-855,0,0,0,0,-863,-242
GEO,Georgia,2018,ktoe,production,0,56,9,30,0,0,0,0,0,7,3,855,18,0,272,0,1156,1251
GEO,Georgia,2018,ktoe,rail,31,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,42
GEO,Georgia,2018,ktoe,resident,214,0,723,0,0,0,0,19,0,0,0,0,6,0,266,0,272,1227
GEO,Georgia,2018,ktoe,road,0,0,194,0,566,435,0,4,0,0,0,0,0,0,0,0,0,1200
GEO,Georgia,2018,ktoe,services,325,0,173,0,0,1,0,0,0,0,3,0,9,0,3,0,15,515
GEO,Georgia,2018,ktoe,statdiff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
GEO,Georgia,2018,ktoe,stockcha,0,-21,0,0,-8,-20,0,1,-104,0,0,0,0,0,0,0,0,-152
GEO,Georgia,2018,ktoe,tes,79,303,2045,135,566,549,0,23,0,7,3,855,18,0,271,0,1154,4855
GEO,Georgia,2018,ktoe,tfc,1026,294,1537,122,567,559,0,23,0,0,3,0,16,0,271,0,290,4418
GEO,Georgia,2018,ktoe,tottranf,1045,-9,-415,-13,1,10,0,0,0,-7,0,-855,0,0,0,0,-863,-243
GEO,Georgia,2018,ktoe,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEO,Georgia,2018,ktoe,worldav,,0,0,0,,,,,0,,0,,0,,0,0,,
DEU,Germany,2018,ktoe,cement,1092,1321,2557,320,0,79,0,12,0,0,0,0,1263,0,142,102,501,6888
DEU,Germany,2018,ktoe,construc,383,0,564,0,67,1147,0,0,0,0,0,0,47,0,0,0,47,2208
DEU,Germany,2018,ktoe,distloss,-2292,-275,0,0,0,0,0,0,0,0,0,0,-82,0,0,-1247,-82,-3897
DEU,Germany,2018,ktoe,domesair,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,654
DEU,Germany,2018,ktoe,domesnav,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,253
DEU,Germany,2018,ktoe,eloutput,0,238974,83425,4297,0,723,0,166,0,109951,45784,17974,47297,76005,10827,1567,224767,636990
DEU,Germany,2018,ktoe,exports,-6919,-1479,0,-7439,-5274,-8182,0,-177,-1391,0,0,0,-1883,0,-670,0,-2553,-33413
DEU,Germany,2018,ktoe,food_forest,2464,224,3200,15,28,2020,0,246,0,0,1,0,699,0,1337,351,2034,10585
DEU,Germany,2018,ktoe,imports,2728,30280,70531,98307,2546,18769,23,1188,6725,0,0,0,1401,0,1196,0,2596,233693
DEU,Germany,2018,ktoe,info_agrc,432,0,250,0,28,1870,0,240,0,0,1,0,673,0,97,0,772,3592
DEU,Germany,2018,ktoe,info_fish,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,Germany,2018,ktoe,info_food,1630,224,2825,14,0,134,0,5,0,0,0,0,21,0,40,288,61,5182
DEU,Germany,2018,ktoe,info_wood,401,0,125,1,0,15,0,1,0,0,0,0,5,0,1199,63,1201,1811
DEU,Germany,2018,ktoe,ironstl,2265,3136,2221,4,0,10,0,1,0,0,0,0,0,0,0,33,0,7670
DEU,Germany,2018,ktoe,machinery,4451,178,2679,7,0,220,0,35,0,0,0,0,17,0,48,562,58,8197
DEU,Germany,2018,ktoe,mining_chemicals,4758,501,5491,891,0,468,0,3,0,0,0,0,227,0,42,2677,78,15058
DEU,Germany,2018,ktoe,nonenuse,0,412,3007,13925,2870,62,14,1458,0,0,0,0,0,0,0,0,0,21749
DEU,Germany,2018,ktoe,nonferrmet,1357,29,863,24,0,15,0,2,0,0,0,0,7,0,0,25,0,2322
DEU,Germany,2018,ktoe,ononspec,0,0,0,0,61,16,0,0,0,0,0,0,0,0,0,0,0,77
DEU,Germany,2018,ktoe,other_manufact,3483,346,2845,51,0,131,0,15,0,0,0,0,290,0,637,823,792,8621
DEU,Germany,2018,ktoe,ownuse,-4184,-807,-1557,-5073,0,-15,0,-53,0,0,0,0,-507,0,-13,-365,-502,-12575
DEU,Germany,2018,ktoe,pipeline,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488
DEU,Germany,2018,ktoe,power,54771,-53099,-15496,-845,0,-159,0,-32,0,-9454,-3937,-1545,-10715,-19804,-2954,8470,-26062,-54798
DEU,Germany,2018,ktoe,production,0,37616,4715,3491,0,0,0,0,0,9454,4700,1545,18658,19804,11702,0,41841,111685
DEU,Germany,2018,ktoe,rail,1020,0,0,0,0,225,0,0,0,0,0,0,12,0,0,0,12,1257
DEU,Germany,2018,ktoe,resident,11023,495,22265,0,105,9171,7,924,0,0,730,0,311,0,5493,3656,6534,54181
DEU,Germany,2018,ktoe,road,20,0,125,0,17211,32855,0,412,0,0,0,0,2689,0,0,0,2689,53311
DEU,Germany,2018,ktoe,services,11788,21,10713,0,25,3052,0,187,0,0,32,0,483,0,1361,1319,1876,28981
DEU,Germany,2018,ktoe,statdiff,0,-772,2322,-846,-38,-4,0,-10,-50,0,0,0,-3,0,0,0,-3,599
DEU,Germany,2018,ktoe,stockcha,0,2351,-1694,-417,17,-335,4,-14,-9799,0,0,0,0,0,0,0,0,-9886
DEU,Germany,2018,ktoe,tes,-4191,68768,73552,93943,-2710,10252,27,997,-4464,9454,4700,1545,18175,19804,12228,0,41885,302079
DEU,Germany,2018,ktoe,tfc,44104,6663,57018,15237,20368,49724,22,3473,654,0,763,0,6043,0,9060,9549,14621,222678
DEU,Germany,2018,ktoe,tottranf,54771,-60251,-17299,-73524,21116,41042,2,3005,5239,-9454,-3937,-1545,-11539,-19804,-3155,11161,-26676,-64172
DEU,Germany,2018,ktoe,transfer,0,0,0,737,2000,-1551,-7,-466,-70,0,0,0,0,0,0,0,0,644
DEU,Germany,2018,ktoe,worldav,,0,0,0,,,,,0,,0,,0,,0,0,,
GHA,Ghana,2018,ktoe,cement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,Ghana,2018,ktoe,construc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,Ghana,2018,ktoe,distloss,-207,0,0,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,-255
GHA,Ghana,2018,ktoe,domesair,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14
GHA,Ghana,2018,ktoe,domesnav,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,97
GHA,Ghana,2018,ktoe,eloutput,0,0,6206,6,0,0,0,0,0,0,33,6017,0,0,0,0,6050,12262
GHA,Ghana,2018,ktoe,exports,-64,0,0,-9077,-72,-47,0,-5,0,0,0,0,0,0,0,0,0,-9265
GHA,Ghana,2018,ktoe,food_forest,0,0,0,0,59,69,0,0,0,0,0,0,0,0,2,0,2,130
GHA,Ghana,2018,ktoe,imports,12,0,574,501,1418,1813,0,346,206,0,0,0,0,0,0,0,0,4870
GHA,Ghana,2018,ktoe,info_agrc,0,0,0,0,0,69,0,0,0,0,0,0,0,0,2,0,2,71
GHA,Ghana,2018,ktoe,info_fish,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,59
GHA,Ghana,2018,ktoe,info_food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,Ghana,2018,ktoe,info_wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,Ghana,2018,ktoe,ironstl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,Ghana,2018,ktoe,machinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,Ghana,2018,ktoe,mining_chemicals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,Ghana,2018,ktoe,nonenuse,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,193
GHA,Ghana,2018,ktoe,nonferrmet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,Ghana,2018,ktoe,ononspec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,Ghana,2018,ktoe,other_manufact,349,0,58,134,0,505,0,65,0,0,0,0,0,0,234,0,234,1345
GHA,Ghana,2018,ktoe,ownuse,-4,0,0,-39,0,0,0,0,0,0,0,0,0,0,0,0,0,-43
GHA,Ghana,2018,ktoe,pipeline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,Ghana,2018,ktoe,power,1054,0,-1201,-1,0,0,0,0,0,0,-3,-517,0,0,0,0,-520,-668
GHA,Ghana,2018,ktoe,production,0,0,827,9054,0,0,0,0,0,0,3,517,0,0,3881,0,4402,14282
GHA,Ghana,2018,ktoe,rail,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,81
GHA,Ghana,2018,ktoe,resident,555,0,0,0,0,0,5,332,0,0,0,0,0,0,2376,0,2376,3268
GHA,Ghana,2018,ktoe,road,0,0,0,0,1344,1148,0,0,0,0,0,0,0,0,0,0,0,2493
GHA,Ghana,2018,ktoe,services,229,0,0,0,0,0,0,51,0,0,0,0,0,0,112,0,112,391
GHA,Ghana,2018,ktoe,statdiff,342,0,-54,117,-51,17,-29,8,-5,0,0,0,0,0,0,0,0,344
GHA,Ghana,2018,ktoe,stockcha,0,0,0,194,0,0,0,0,-210,0,0,0,0,0,0,0,0,-15
GHA,Ghana,2018,ktoe,tes,-52,0,1401,672,1346,1766,0,341,-4,0,3,517,0,0,3881,0,4402,9872
GHA,Ghana,2018,ktoe,tfc,1134,0,58,326,1404,1900,5,448,14,0,0,0,0,0,2723,0,2723,8012
GHA,Ghana,2018,ktoe,tottranf,1054,0,-1201,-375,109,117,35,0,23,0,-3,-517,0,0,-1159,0,-1679,-1917
GHA,Ghana,2018,ktoe,transfer,0,0,-88,0,0,0,0,99,0,0,0,0,0,0,0,0,0,11
GHA,Ghana,2018,ktoe,worldav,,0,0,0,,,,,0,,0,,0,,0,0,,
GIB,Gibraltar,2018,ktoe,cement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,construc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,distloss,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
GIB,Gibraltar,2018,ktoe,domesair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,domesnav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,eloutput,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,215
GIB,Gibraltar,2018,ktoe,exports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,food_forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,imports,0,0,0,3621,46,597,0,0,6,0,0,0,0,0,0,0,0,4271
GIB,Gibraltar,2018,ktoe,info_agrc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,info_fish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,info_food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,info_wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,ironstl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,machinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,mining_chemicals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,nonenuse,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27
GIB,Gibraltar,2018,ktoe,nonferrmet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,ononspec,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
GIB,Gibraltar,2018,ktoe,other_manufact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,ownuse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,pipeline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,power,19,0,0,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,-31
GIB,Gibraltar,2018,ktoe,production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,rail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,resident,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,road,0,0,0,0,46,129,0,0,0,0,0,0,0,0,0,0,0,175
GIB,Gibraltar,2018,ktoe,services,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GIB,Gibraltar,2018,ktoe,statdiff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,stockcha,0,0,0,-3545,0,-468,0,0,-6,0,0,0,0,0,0,0,0,-4020
GIB,Gibraltar,2018,ktoe,tes,0,0,0,76,46,129,0,0,0,0,0,0,0,0,0,0,0,252
GIB,Gibraltar,2018,ktoe,tfc,18,0,0,27,46,129,0,0,0,0,0,0,0,0,0,0,0,220
GIB,Gibraltar,2018,ktoe,tottranf,19,0,0,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,-31
GIB,Gibraltar,2018,ktoe,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,2018,ktoe,worldav,,0,0,0,,,,,0,,0,,0,,0,0,,
GRC,Greece,2018,ktoe,cement,100,115,18,403,0,6,0,3,0,0,0,0,0,0,4,0,4,650
GRC,Greece,2018,ktoe,construc,40,0,16,18,0,64,0,12,0,0,0,0,2,0,0,0,2,152
GRC,Greece,2018,ktoe,distloss,-451,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-461
GRC,Greece,2018,ktoe,domesair,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,222
GRC,Greece,2018,ktoe,domesnav,0,0,0,341,0,275,0,0,0,0,0,0,0,0,0,0,0,616
GRC,Greece,2018,ktoe,eloutput,0,17185,14080,4427,0,1115,0,5,0,6300,3791,5743,588,0,12,0,16148,53246
GRC,Greece,2018,ktoe,exports,-195,0,0,-5818,-4728,-7696,0,-362,-1740,0,0,0,-8,0,-10,0,-18,-20558
GRC,Greece,2018,ktoe,food_forest,350,1,51,73,0,30,0,111,0,0,0,0,13,0,149,0,161,777
GRC,Greece,2018,ktoe,imports,735,234,4145,32221,370,1016,1,34,53,0,0,0,25,0,117,0,142,38952
GRC,Greece,2018,ktoe,info_agrc,195,1,1,3,0,3,0,30,0,0,0,0,3,0,29,0,32,264
GRC,Greece,2018,ktoe,info_fish,2,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,15
GRC,Greece,2018,ktoe,info_food,131,0,50,70,0,14,0,78,0,0,0,0,10,0,105,0,114,457
GRC,Greece,2018,ktoe,info_wood,23,0,0,0,0,1,0,1,0,0,0,0,0,0,15,0,15,41
GRC,Greece,2018,ktoe,ironstl,91,0,26,2,0,2,0,8,0,0,0,0,0,0,0,0,0,130
GRC,Greece,2018,ktoe,machinery,54,0,2,2,0,25,0,3,0,0,0,0,1,0,0,0,1,87
GRC,Greece,2018,ktoe,mining_chemicals,98,0,27,46,6,51,0,16,0,0,0,0,1,0,0,0,1,245
GRC,Greece,2018,ktoe,nonenuse,0,0,485,421,0,0,0,0,0,0,0,0,0,0,0,0,0,906
GRC,Greece,2018,ktoe,nonferrmet,419,153,130,0,0,0,0,6,0,0,0,0,0,0,0,0,0,708
GRC,Greece,2018,ktoe,ononspec,0,0,0,1,5,96,0,3,124,0,0,0,1,0,0,0,1,230
GRC,Greece,2018,ktoe,other_manufact,111,10,50,26,0,35,0,31,0,0,2,0,1,0,3,0,5,268
GRC,Greece,2018,ktoe,ownuse,-414,0,-86,-1469,0,0,0,-24,0,0,0,0,-3,0,0,0,-3,-1996
GRC,Greece,2018,ktoe,pipeline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC,Greece,2018,ktoe,power,4578,-4409,-2693,-1030,0,-279,0,0,0,-542,-326,-494,-119,0,-5,52,-1457,-5267
GRC,Greece,2018,ktoe,production,0,4275,13,201,0,0,0,0,0,542,603,494,301,0,782,0,2693,7211
GRC,Greece,2018,ktoe,rail,15,0,0,0,0,38,0,0,0,0,0,0,2,0,0,0,2,55
GRC,Greece,2018,ktoe,resident,1441,4,331,0,0,952,3,82,0,0,265,0,0,0,715,52,980,3845
GRC,Greece,2018,ktoe,road,2,0,15,0,2403,2190,0,236,0,0,0,0,157,0,0,0,157,5002
